Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording,Source Year
1018404013,05/04/2018,"$236,000","2831 IRVING AVE, IOWA CITY",Split Level Frame,1999,1756,"8,060","$310,120",5792-37,2018
1023323011,05/25/2018,"$236,000","1673 ASHLYND CT, IOWA CITY",Split Level Frame,2014,1778,"13,034","$342,250",5790-680,2018
1025231001,11/14/2018,"$236,500","2902 BLAZING STAR DR, IOWA CITY",Split Level Frame,2015,1726,"6,827","$310,780",5859-166,2018
1011312001,08/09/2018,"$237,500","11 S 7TH AVE, IOWA CITY",2 Story Frame,1955,2008,"7,705","$345,330",5831-319,2018
1012430001,05/18/2018,"$237,500","3053 HASTINGS AVE, IOWA CITY",Split Level Frame,1976,1068,"9,378","$312,260",5785-758,2018
1013112007,06/01/2018,"$237,500","3317 SHAMROCK DR, IOWA CITY",Split Foyer Frame,1969,1056,"9,933","$300,700",5795-838,2018
1012102001,05/15/2018,"$238,000","3301 ROCHESTER AVE, IOWA CITY",1 Story Frame,1964,1528,"11,875","$365,530",5784-980,2018
1013403001,05/09/2018,"$239,000","1138 VILLAGE FARM CT, IOWA CITY",Split Foyer Frame,1977,1040,"24,765","$283,840",5796-594,2018
1014209004,10/12/2018,"$240,000","1519 MUSCATINE AVE, IOWA CITY",1 Story Frame,1940,902,"9,576","$300,020",5850-185,2018
1015103012,05/25/2018,"$240,000","419 S LUCAS ST, IOWA CITY",2 Story Frame,1900,1908,"8,533","$337,120",5791-301,2018
1016333003,06/12/2018,"$240,000","918 SUNSET ST, IOWA CITY",1 Story Frame,1972,1324,"10,463","$342,540",5800-156,2018
1022197002,06/22/2018,"$240,000","1007 BRIAR DR, IOWA CITY",2 Story Frame,1982,2294,"10,812","$318,100",5805-918,2018
1023320004,10/29/2018,"$240,000","1642 VESTI LN, IOWA CITY",Split Level Frame,2012,1778,"10,164","$334,260",5853-853,2018
1023323004,05/09/2018,"$240,000","1600 ASHLYND CT, IOWA CITY",Split Level Frame,2014,1764,"8,306","$335,160",5796-185,2018
1025230012,04/11/2018,"$240,000","2858 WHISPERING MEADOW DR, IOWA CITY",2 Story Frame,2016,1520,"4,534","$274,530",5775-621,2018
1025231002,06/14/2018,"$240,000","2910 BLAZING STAR DR, IOWA CITY",Split Foyer Frame,2016,1007,"5,775","$294,310",5803-434,2018
1017408004,05/03/2018,"$241,500","1024 PENKRIDGE DR, IOWA CITY",Split Foyer Frame,1974,1242,"10,795","$298,170",5783-697,2018
1010135011,08/16/2018,"$242,000","620 RONALDS ST, IOWA CITY",1 3/4 Story Frame,1920,1243,"6,000","$278,920",5830-669,2018
1017332010,05/29/2018,"$242,000","23 JENSEN CT, IOWA CITY",Split Level Frame,1994,1153,"6,850","$297,350",5799-137,2018
1012457007,09/03/2018,"$243,500","3005 RADCLIFFE AVE, IOWA CITY",1 Story Frame,1972,1120,"8,400","$292,300",5842-414,2018
918231009,12/07/2018,"$245,000","3556 VISTA PARK DR, IOWA CITY",1 Story Frame,1991,1604,"8,168","$381,770",5865-300,2018
1003197007,09/20/2018,"$245,000","704 WHITING AVE, IOWA CITY",1 Story Frame,1954,1715,"10,369","$327,650",5839-166,2018
1013166005,06/29/2018,"$245,000","3007 PINECREST RD, IOWA CITY",1 Story Frame,1967,1366,"11,060","$341,340",5810-665,2018
1014426001,12/14/2018,"$245,000","1917 G ST, IOWA CITY",2 Story Frame,1989,2598,"12,000","$338,170",5870-252,2018
1017337002,06/29/2018,"$245,000","2559 WALDEN RD, IOWA CITY",2 Story Frame,1994,1587,"5,640","$340,230",5807-910,2018
1017381003,02/16/2018,"$245,000","2247 CAE DR, IOWA CITY",2 Story Frame,1978,1960,"10,375","$352,140",5761-450,2018
1012278007,02/20/2018,"$245,500","313 N MOUNT VERNON DR, IOWA CITY",Split Foyer Frame,1973,1086,"11,200","$333,420",5766-761,2018
1015403003,03/21/2018,"$246,000","1020 KEOKUK ST, IOWA CITY",1 Story Frame,1955,2042,"10,800","$391,720",5769-840,2018
1014283005,03/19/2018,"$247,000","809 S 7TH AVE, IOWA CITY",2 Story Frame,1930,1262,"6,250","$320,460",5766-829,2018
1017154018,03/09/2018,"$247,000","747 WHEATON RD, IOWA CITY",1 Story Frame,1969,1092,"9,350","$276,030",5766-513,2018
1013403015,04/05/2018,"$249,000","1132 VILLAGE FARM CT, IOWA CITY",Split Foyer Frame,1977,1412,"8,867","$321,730",5774-448,2018
1018153007,07/28/2018,"$249,000","823 TIPPERARY RD, IOWA CITY",1 Story Frame,2004,1347,"11,303","$344,140",5829-842,2018
1016355005,01/17/2018,"$249,900","1208 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1974,1552,"14,448","$356,590",5751-586,2018
1017205007,07/12/2018,"$249,900","2345 JESSUP CIR, IOWA CITY",Split Foyer Frame,1982,912,"12,488","$260,420",5814-829,2018
907128007,06/19/2018,"$250,000","4266 UNBRIDLED AVE, IOWA CITY",1 1/2 Story Frame,2016,1870,"7,578","$309,160",5816-186,2018
1013426036,07/27/2018,"$250,000","5 BEDFORD CT, IOWA CITY",Split Foyer Frame,1972,1202,"9,008","$310,260",5822-663,2018
1016354008,05/10/2018,"$250,000","1222 EDINGALE DR, IOWA CITY",Split Foyer Frame,1972,1344,"7,700","$336,990",5782-769,2018
1017337004,08/10/2018,"$250,000","2601 WALDEN RD, IOWA CITY",2 Story Frame,1993,1321,"5,640","$322,990",5830-620,2018
1013184001,06/29/2018,"$251,500","909 JUNIPER DR, IOWA CITY",2 Story Frame,1968,2080,"10,010","$364,500",5810-968,2018
1018404022,04/25/2018,"$252,000","2742 JACQUE ST, IOWA CITY",2 Story Frame,1999,1710,"6,649","$371,080",5803-322,2018
1023310001,07/06/2018,"$252,000","1480 TOFTING CIR, IOWA CITY",1 Story Frame,2006,1350,"9,874","$352,610",5816-755,2018
1113401008,04/25/2018,"$252,500","1366 SANTA FE DR, IOWA CITY",1 Story Frame,1990,1478,"10,800","$304,920",5792-181,2018
1011151002,02/15/2018,"$253,000","414 WOODRIDGE AVE, IOWA CITY",1 Story Frame,1967,1400,"13,224","$368,530",5759-238,2018
1011166005,12/15/2018,"$253,000","1812 WINDSOR CT, IOWA CITY",Split Foyer Frame,1962,1260,"10,903","$317,500",5866-300,2018
1023437002,05/11/2018,"$253,000","15 STANWYCK DR, IOWA CITY",1 Story Frame,1999,1332,"10,540","$327,550",5783-335,2018
1014333004,05/30/2018,"$254,000","1135 HOWELL ST, IOWA CITY",2 Story Frame,1945,1568,"6,250","$358,750",5798-660,2018
918227002,08/10/2018,"$255,000","3621 E COURT ST, IOWA CITY",1 Story Frame,1995,1559,"12,015","$324,920",5827-691,2018
1010403006,05/07/2018,"$255,000","706 E MARKET ST, IOWA CITY",2 Story Frame,1907,1792,"7,200","$326,400",5784-909,2018
1011452007,04/03/2018,"$255,000","1705 MORNINGSIDE DR, IOWA CITY",1 Story Frame,1952,1404,"7,000","$342,630",5771-257,2018
1012460011,11/01/2018,"$255,000","2917 STANFORD AVE, IOWA CITY",1 Story Frame,1966,1524,"8,400","$347,900",5854-775,2018
1013403006,06/14/2018,"$255,000","1123 VILLAGE FARM CT, IOWA CITY",1 Story Frame,1978,1160,"8,850","$301,430",5801-192,2018
1113478002,03/09/2018,"$255,000","4017 EL PASO DR, IOWA CITY",1 Story Frame,1991,2064,"10,640","$325,160",5764-529,2018
1023308002,09/17/2018,"$256,000","1601 WETHERBY DR, IOWA CITY",1 Story Frame,2004,1560,"8,438","$351,970",5844-749,2018
1009257008,09/06/2018,"$257,000","30 ROCKY SHORE DR, IOWA CITY",1 Story Frame,1926,1297,"8,000","$348,580",5840-958,2018
1012432001,02/02/2018,"$257,000","3005 CREIGHTON ST, IOWA CITY",Split Foyer Frame,1975,1896,"10,580","$360,000",5755-822,2018
1013407003,05/14/2018,"$257,000","1214 MICHELLE CT, IOWA CITY",2 Story Frame,1977,2364,"9,706","$319,600",5786-690,2018
1013414004,05/08/2018,"$257,000","1441 CHAMBERLAIN DR, IOWA CITY",Split Level Frame,1997,1879,"10,752","$333,690",5784-338,2018
1016341003,06/07/2018,"$257,000","1126 SUNSET ST, IOWA CITY",1 Story Frame,1977,1196,"9,600","$339,440",5802-330,2018
1003481025,05/09/2018,"$258,000","829 N DODGE ST, IOWA CITY",2 Story Frame,1921,1416,"7,500","$290,810",5786-73,2018
1013226015,05/11/2018,"$259,000","505 TERRACE RD, IOWA CITY",1 Story Frame,1958,1308,"9,176","$347,470",5783-285,2018
1012379003,03/12/2018,"$259,500","120 WASHINGTON PARK RD, IOWA CITY",1 1/2 Story Frame,1901,1455,"22,575","$367,430",5764-549,2018
1013106012,07/05/2018,"$259,900","3209 FRIENDSHIP ST, IOWA CITY",Split Level Frame,1966,1376,"11,502","$342,970",5812-146,2018
1024133001,02/22/2018,"$259,900","1947 CHELSEA CT, IOWA CITY",1 Story Frame,2009,1366,"10,305","$345,190",5762-420,2018
1011265002,12/18/2018,"$260,000","1211 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,1969,1700,"6,750","$339,140",5864-880,2018
1011433006,02/15/2018,"$260,000","1722 RIDGEWAY DR, IOWA CITY",Split Level Frame,1962,1275,"9,960","$379,150",5760-101,2018
1012382011,08/14/2018,"$260,000","200 WASHINGTON PARK RD, IOWA CITY",Split Foyer Frame,1975,1344,"13,050","$348,540",5828-209,2018
1017407006,05/01/2018,"$260,000","1026 DENBIGH DR, IOWA CITY",1 Story Frame,1976,1232,"10,455","$359,470",5781-397,2018
1017412003,09/03/2018,"$260,000","1126 PENKRIDGE DR, IOWA CITY",Split Level Frame,1976,1288,"10,000","$354,200",5834-155,2018
1113404003,04/25/2018,"$260,000","1217 FLAGSTAFF DR, IOWA CITY",1 Story Brick,1998,1694,"11,040","$339,050",5784-18,2018
1012176044,04/02/2018,"$261,500","3360 LOWER WEST BRANCH RD, IOWA CITY",2 Story Frame,1989,1628,"8,125","$360,450",5770-745,2018
1016329001,07/02/2018,"$262,000","905 WEEBER ST, IOWA CITY",Split Foyer Frame,1972,1742,"12,397","$361,100",5813-570,2018
1023399007,05/05/2018,"$262,000","1603 TERRAPIN DR, IOWA CITY",Split Level Frame,2008,1958,"5,775","$340,590",5786-221,2018
1011451014,10/11/2018,"$262,500","1708 MORNINGSIDE DR, IOWA CITY",1 Story Frame,1957,1314,"9,980","$349,160",5850-706,2018
1012302017,07/02/2018,"$263,250","43 GREEN MOUNTAIN DR, IOWA CITY",1 Story Frame,1976,1600,"12,920","$421,600",5820-969,2018
1012382010,06/15/2018,"$263,500","226 WASHINGTON PARK RD, IOWA CITY",2 Story Frame,1973,1708,"10,288","$366,910",5809-58,2018
1003205008,12/07/2018,"$264,000","1925 MEADOW RIDGE LN, IOWA CITY",Split Level Brick,1994,1581,"8,066","$360,790",5862-60,2018
907379004,06/26/2018,"$265,000","14 CHARLES DR, IOWA CITY",2 Story Frame,2004,1676,"6,360","$328,010",5811-211,2018
1017153015,11/06/2018,"$265,000","765 KESWICK DR, IOWA CITY",1 Story Frame,1971,1645,"7,700","$345,870",5857-76,2018
1017410003,06/22/2018,"$265,000","31 PENFRO DR, IOWA CITY",Split Foyer Frame,1976,1494,"9,000","$322,530",5807-116,2018
1017410011,01/23/2018,"$267,000","131 PENFRO DR, IOWA CITY",Split Level Frame,1976,1584,"9,480","$370,030",5751-327,2018
1018427009,05/13/2018,"$267,000","1146 DUCK CREEK DR, IOWA CITY",2 Story Frame,1989,1940,"13,200","$350,340",5787-725,2018
1011363010,09/09/2018,"$267,500","228 FAIRVIEW AVE, IOWA CITY",1 Story Brick,1947,1810,"10,050","$370,430",5838-95,2018
1018433011,08/24/2018,"$267,500","81 ANDREA CT, IOWA CITY",Split Level Frame,2002,1786,"12,247","$397,690",5833-174,2018
907466006,03/23/2018,"$268,000","25 EVERSULL LN, IOWA CITY",Split Level Frame,2010,1900,"8,118","$369,730",5773-818,2018
1017481004,10/16/2018,"$268,000","33 DENBIGH DR, IOWA CITY",Split Foyer Frame,1978,1428,"9,000","$328,290",5849-304,2018
1015110004,06/29/2018,"$269,000","625 S GOVERNOR ST, IOWA CITY",2 Story Frame,1890,1468,"9,300","$338,730",5819-702,2018
1001361004,05/15/2018,"$269,900","848 N 1ST AVE, IOWA CITY",1 Story Frame,2016,1323,"17,302","$360,710",5787-781,2018
907373008,02/28/2018,"$270,000","15 MARY CT, IOWA CITY",1 Story Frame,2005,1434,"12,831","$370,350",5761-30,2018
1003279005,10/01/2018,"$270,000","1621 RIDGE RD, IOWA CITY",Split Level Frame,1951,1320,"13,800","$292,210",5843-781,2018
1011279011,07/06/2018,"$270,000","1422 E DAVENPORT ST, IOWA CITY",2 Story Frame,1976,1350,"7,738","$340,730",5810-430,2018
1013287006,07/10/2018,"$270,000","742 PERRY CT, IOWA CITY",1 Story Frame,1986,1301,"9,608","$367,550",5821-566,2018
1014136006,07/11/2018,"$270,000","1813 C ST, IOWA CITY",2 Story Frame,1920,1737,"12,000","$360,890",5814-245,2018
1015405008,06/18/2018,"$270,000","743 KIRKWOOD AVE, IOWA CITY",2 Story Frame,1904,3190,"14,760","$447,880",5802-204,2018
1015408015,08/31/2018,"$270,000","1220 KEOKUK ST, IOWA CITY",2 Story Frame,1900,1456,"11,250","$330,590",5832-741,2018
1023435007,07/13/2018,"$270,000","147 STANWYCK DR, IOWA CITY",1 Story Frame,1999,1448,"10,332","$334,660",5813-260,2018
1023324006,06/14/2018,"$272,000","2561 RUSSELL DR, IOWA CITY",Split Level Frame,2016,1822,"6,506","$352,290",5808-1,2018
1023399017,07/23/2018,"$272,000","2609 RUSSELL DR, IOWA CITY",Split Level Frame,2016,1808,"8,383","$363,090",5817-870,2018
1023399018,04/11/2018,"$272,000","2639 RUSSELL DR, IOWA CITY",Split Level Frame,2016,1826,"10,738","$366,610",5777-368,2018
1010132006,05/14/2018,"$272,500","311 BROWN ST, IOWA CITY",1 1/2 Story Frame,1890,1118,"6,000","$325,410",5783-862,2018
1012433002,06/07/2018,"$272,500","28 N WESTMINSTER ST, IOWA CITY",1 Story Frame,1973,1660,"12,250","$379,580",5798-380,2018
1012362002,06/01/2018,"$273,000","2600 E COURT ST, IOWA CITY",1 Story Frame,1960,1676,"17,250","$406,360",5794-899,2018
1013401026,05/25/2018,"$273,000","1107 HAMPTON CT, IOWA CITY",1 Story Frame,1992,1498,"12,683","$335,150",5794-446,2018
1023359002,05/30/2018,"$273,000","1327 LANGENBERG AVE, IOWA CITY",1 Story Frame,2005,1390,"6,416","$348,560",5795-931,2018
1013205001,07/23/2018,"$273,900","2711 FERNDALE DR, IOWA CITY",1 Story Frame,1961,1707,"12,881","$367,160",5818-628,2018
1013426020,05/23/2018,"$273,900","1 DURHAM CT, IOWA CITY",2 Story Frame,1970,2542,"10,143","$363,710",5795-822,2018
907435009,02/07/2018,"$274,000","131 ASHFORD PL, IOWA CITY",1 Story Frame,2003,1313,"7,500","$364,580",5781-770,2018
1003403006,11/02/2018,"$274,900","629 WHITING AVE, IOWA CITY",1 Story Frame,1960,1540,"13,440","$339,700",5854-233,2018
1010191006,05/06/2018,"$274,900","901 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,1920,1432,"4,800","$349,990",5799-89,2018
907366002,07/03/2018,"$275,000","24 PHYLLIS PL, IOWA CITY",Split Level Frame,2003,1908,"9,375","$347,260",5812-852,2018
918401007,04/06/2018,"$275,000","1060 BRYAN CT, IOWA CITY",Split Level Frame,1999,2207,"17,978","$410,340",5774-573,2018
1015188016,05/21/2018,"$275,000","740 KIRKWOOD AVE, IOWA CITY",2 Story Frame,1922,1848,"12,750","$430,820",5795-78,2018
1017430006,07/09/2018,"$275,000","1924 GRASLON DR, IOWA CITY",Split Foyer Frame,1975,1524,"12,027","$376,370",5812-133,2018
1023399021,04/11/2018,"$275,000","1476 TERRAPIN DR, IOWA CITY",Split Level Frame,2017,1822,"8,553","$373,660",5779-194,2018
1013287007,06/22/2018,"$275,500","750 PERRY CT, IOWA CITY",1 Story Frame,1989,1596,"8,218","$361,230",5806-339,2018
1012176047,05/14/2018,"$277,000","3378 LOWER WEST BRANCH RD, IOWA CITY",2 Story Frame,1990,1728,"8,125","$396,850",5787-709,2018
1014233003,12/05/2018,"$277,220","629 OAKLAND AVE, IOWA CITY",1 Story Frame,1930,1407,"5,740","$348,860",5863-230,2018
1018305011,12/14/2018,"$279,000","3642 FOXANA DR, IOWA CITY",Split Foyer Frame,1988,1256,"10,375","$332,100",5865-11,2018
1013183001,12/18/2018,"$279,900","3123 MAPLEWOOD LN, IOWA CITY",Split Level Frame,1966,1664,"11,900","$372,410",5867-760,2018
1014277013,07/19/2018,"$279,900","1510 SHERIDAN AVE, IOWA CITY",1 1/2 Story Frame,1915,1593,"4,050","$305,360",5817-408,2018
1018428007,12/26/2018,"$279,900","1223 DUCK CREEK DR, IOWA CITY",2 Story Frame,1988,2024,"10,000","$342,130",5867-981,2018
1023362001,05/21/2018,"$279,900","1088 LANGENBERG AVE, IOWA CITY",1 Story Frame,2017,1389,"8,856","$399,430",5787-516,2018
1009103004,07/16/2018,"$280,000","417 FERSON AVE, IOWA CITY",1 Story Frame,1952,1074,"9,000","$373,900",5820-471,2018
1011317001,07/30/2018,"$280,000","1433 GLENDALE RD, IOWA CITY",1 Story Frame,1961,1400,"14,130","$376,410",5823-344,2018
1011365007,05/29/2018,"$280,000","1232 MUSCATINE AVE, IOWA CITY",2 Story Frame,1900,1786,"12,614","$356,530",5806-11,2018
1014284012,06/15/2018,"$280,000","918 DEARBORN ST, IOWA CITY",1 Story Frame,1930,2208,"6,875","$358,460",5823-865,2018
1017283004,06/28/2018,"$280,000","839 SPENCER DR, IOWA CITY",1 Story Frame,1985,1471,"16,800","$369,300",5809-772,2018
1018431001,05/31/2018,"$280,000","1209 DEERFIELD DR, IOWA CITY",2 Story Frame,1987,1652,"10,625","$354,500",5798-527,2018
1018454001,08/17/2018,"$280,000","3235 ROHRET RD, IOWA CITY",2 Story Frame,1900,4784,"39,640","$459,960",5832-392,2018
1022485002,06/06/2018,"$283,480","1022 LANGENBERG AVE, IOWA CITY",2 Story Frame,2017,1570,"11,762","$377,620",5796-495,2018
1014202012,09/20/2018,"$284,000","1610 MUSCATINE AVE, IOWA CITY",1 1/2 Story Frame,1923,1986,"8,345","$358,390",5838-879,2018
1024136002,02/14/2018,"$284,000","1807 CHELSEA CT, IOWA CITY",1 Story Frame,2012,1466,"8,100","$388,340",5793-359,2018
907489001,03/05/2018,"$284,900","185 ARLINGTON DR, IOWA CITY",Split Foyer Frame,2014,1426,"8,868","$381,360",5764-59,2018
1024136003,07/17/2018,"$284,900","1813 CHELSEA CT, IOWA CITY",1 Story Frame,2010,1402,"8,100","$360,200",5819-197,2018
1004205006,04/04/2018,"$285,000","2073 MACKINAW DR, IOWA CITY",1 Story Frame,2013,1357,"28,252","$406,260",5775-691,2018
1004482008,01/26/2018,"$285,000","604 BELDON AVE, IOWA CITY",1 Story Brick,1953,2156,"15,360","$745,590",5755-35,2018
1009151002,04/10/2018,"$285,000","256 MAGOWAN AVE, IOWA CITY",1 Story Frame,1952,1646,"7,500","$419,760",5790-605,2018
1010182002,12/20/2018,"$285,000","421 N GOVERNOR ST, IOWA CITY",2 Story Frame,1900,1622,"6,000","$423,300",5869-161,2018
1011333007,06/12/2018,"$285,000","1150 E JEFFERSON ST, IOWA CITY",Split Level Frame,1962,1666,"11,212","$392,270",5801-995,2018
1013401015,09/17/2018,"$285,000","1122 HAMPTON CT, IOWA CITY",1 Story Frame,1992,1716,"10,065","$352,080",5837-632,2018
1014208003,07/30/2018,"$285,000","502 GRANT ST, IOWA CITY",2 Story Frame,1920,1994,"12,375","$357,640",5829-480,2018
907409002,11/26/2018,"$286,000","161 ARLINGTON DR, IOWA CITY",Split Foyer Frame,2013,1441,"8,618","$372,630",5857-754,2018
1002351014,06/27/2018,"$286,000","1030 ST CLEMENT ST, IOWA CITY",2 Story Frame,1964,1624,"26,136","$337,420",5808-159,2018
1017155038,03/02/2018,"$286,000","735 WESTGATE ST, IOWA CITY",1 Story Frame,1999,1180,"15,040","$350,490",5763-60,2018
1023362002,02/23/2018,"$287,500","1066 LANGENBERG AVE, IOWA CITY",1 Story Frame,2017,1403,"8,044","$411,950",5759-898,2018
1018278011,04/12/2018,"$287,900","669 TIPPERARY RD, IOWA CITY",1 Story Frame,2001,1399,"9,900","$374,190",5778-215,2018
1011334001,03/16/2018,"$288,000","1181 HOTZ AVE, IOWA CITY",2 Story Frame,1920,1784,"12,000","$353,300",5767-45,2018
1013497003,05/29/2018,"$289,000","3041 WINTERGREEN DR, IOWA CITY",1 Story Frame,2011,1578,"8,025","$390,910",5791-876,2018
1023364001,04/04/2018,"$289,900","1175 LANGENBERG AVE, IOWA CITY",2 Story Frame,2016,1644,"8,386","$367,680",5772-222,2018
907436006,12/03/2018,"$290,000","134 ASHFORD PL, IOWA CITY",2 Story Frame,2003,1778,"7,500","$375,770",5863-210,2018
1012353010,09/06/2018,"$290,000","205 S MOUNT VERNON DR, IOWA CITY",2 Story Frame,1968,1904,"20,160","$402,280",5837-866,2018
907428007,04/30/2018,"$292,500","63 ASHFORD PL, IOWA CITY",1 Story Frame,2003,1313,"7,438","$390,480",5781-593,2018
1013497004,06/05/2018,"$292,500","3057 WINTERGREEN DR, IOWA CITY",1 Story Frame,2012,1430,"8,825","$384,580",5796-727,2018
907317010,05/02/2018,"$294,900","2 CAMDEN RD, IOWA CITY",1 Story Frame,2017,1353,"9,988","$393,840",5781-540,2018
1023360004,02/20/2018,"$294,900","1206 LANGENBERG AVE, IOWA CITY",2 Story Frame,2017,1570,"8,782","$378,410",5758-835,2018
918105005,01/05/2018,"$295,000","4950 SHEFFIELD PL, IOWA CITY",1 Story Frame,2000,1604,"10,080","$405,720",5750-684,2018
918136001,04/07/2018,"$295,000","4459 BUCKINGHAM LN, IOWA CITY",Split Level Frame,2000,2133,"12,240","$408,450",5776-393,2018
1016342001,05/25/2018,"$295,000","1103 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1969,1256,"12,300","$367,360",5792-662,2018
1017402010,04/23/2018,"$295,000","61 ARBURY DR, IOWA CITY",Split Foyer Frame,1972,1422,"10,200","$415,090",5781-698,2018
1018307003,04/19/2018,"$295,000","1102 DEERFIELD DR, IOWA CITY",1 Story Frame,1988,1706,"10,763","$383,880",5780-314,2018
1018354001,03/21/2018,"$295,000","1226 GOLDENROD DR, IOWA CITY",Split Level Frame,1997,1951,"10,395","$387,030",5773-43,2018
1024120007,05/24/2018,"$295,000","1874 RICHMOND LN, IOWA CITY",1 Story Frame,2013,1446,"8,775","$388,570",5791-320,2018
1113406007,09/14/2018,"$295,000","2 DURANGO PL, IOWA CITY",2 Story Frame,1998,1792,"15,795","$374,790",5842-511,2018
1002202009,02/21/2018,"$296,000","1926 BRISTOL DR, IOWA CITY",2 Story Frame,2000,1856,"10,985","$386,790",5763-722,2018
1012176012,06/19/2018,"$297,000","74 HERON CIR, IOWA CITY",Split Level Frame,1993,1956,"14,885","$419,730",5804-407,2018
907467008,05/10/2018,"$300,000","17 WHITECHAPEL DR, IOWA CITY",1 Story Frame,2008,1341,"14,439","$400,460",5784-50,2018
1002205003,05/11/2018,"$300,000","1755 QUINCENT ST, IOWA CITY",Split Level Frame,1990,1521,"13,253","$410,840",5787-860,2018
1003377011,08/31/2018,"$300,000","1 BELLA VISTA PL, IOWA CITY",1 Story Frame,1910,1526,"8,625","$375,110",5835-87,2018
1010133006,08/02/2018,"$300,000","409 BROWN ST, IOWA CITY",1 3/4 Story Frame,1910,1748,"6,475","$392,090",5825-925,2018
1011437001,06/17/2018,"$300,000","1925 RIDGEWAY DR, IOWA CITY",1 Story Frame,1969,1364,"12,670","$430,890",5804-173,2018
1014282020,08/16/2018,"$300,000","851 DEARBORN ST, IOWA CITY",2 Story Frame,1936,1248,"6,250","$345,420",5827-845,2018
1018430006,10/03/2018,"$300,000","1246 DEERFIELD DR, IOWA CITY",1 Story Frame,1988,1580,"11,625","$400,630",5844-560,2018
1113439001,06/04/2018,"$300,000","1201 WILDCAT LN, IOWA CITY",1 Story Frame,2015,1324,"11,929","$405,250",5802-892,2018
1017428002,05/21/2018,"$303,000","1845 KATHLIN DR, IOWA CITY",2 Story Frame,1973,2284,"11,032","$460,390",5787-596,2018
1018357001,06/14/2018,"$303,000","1415 WILD PRAIRIE DR, IOWA CITY",1 Story Frame,2001,1542,"10,400","$391,960",5802-284,2018
907479001,03/22/2018,"$304,900","68 EVERSULL LN, IOWA CITY",1 Story Frame,2006,1476,"7,912","$414,400",5770-415,2018
1001361005,04/12/2018,"$304,900","840 N 1ST AVE, IOWA CITY",1 Story Frame,2016,1455,"15,969","$377,130",5784-257,2018
1011426002,07/12/2018,"$305,000","2004 ROCHESTER CT, IOWA CITY",1 Story Frame,1975,1574,"9,200","$386,680",5821-641,2018
1013459012,05/30/2018,"$305,000","30 BRUNSWICK CT, IOWA CITY",1 1/2 Story Frame,1994,2353,"18,270","$418,420",5796-927,2018
1016336002,04/12/2018,"$307,500","1022 SUNSET ST, IOWA CITY",1 Story Frame,1976,1557,"10,787","$372,390",5777-29,2018
907481003,06/12/2018,"$309,900","37 COLCHESTER DR, IOWA CITY",Split Foyer Frame,2017,1462,"8,010","$383,150",5800-639,2018
1023365004,07/06/2018,"$309,900","1205 LANGENBERG AVE, IOWA CITY",1 Story Frame,2017,1389,"8,196","$401,680",5820-710,2018
907468002,06/28/2018,"$310,000","341 ARLINGTON DR, IOWA CITY",Split Level Frame,2012,1940,"8,485","$401,120",5809-401,2018
1002234005,09/06/2018,"$310,000","2018 BRISTOL DR, IOWA CITY",2 Story Frame,2007,2263,"12,750","$428,800",5837-516,2018
1018304002,03/01/2018,"$310,000","919 DUCK CREEK DR, IOWA CITY",1 Story Frame,1990,1676,"10,725","$419,540",5765-623,2018
918133001,08/03/2018,"$311,000","719 HUNTINGTON DR, IOWA CITY",2 Story Frame,2000,2457,"11,174","$476,380",5828-571,2018
1113455002,02/21/2018,"$311,500","1444 LAKE SHORE DR, IOWA CITY",1 Story Frame,2012,1467,"9,048","$424,440",5761-839,2018
1011357001,07/11/2018,"$312,000","1510 E COLLEGE ST, IOWA CITY",1 Story Frame,1946,1889,"12,065","$423,500",5816-33,2018
1011393005,07/09/2018,"$312,000","1154 E COURT ST, IOWA CITY",2 Story Frame,1910,2168,"9,720","$430,960",5812-162,2018
1018311004,05/30/2018,"$313,500","3627 FOXANA DR, IOWA CITY",Split Foyer Frame,1991,1876,"10,120","$383,750",5804-769,2018
907313002,03/05/2018,"$314,900","4170 LILLIAN ST, IOWA CITY",1 Story Frame,2016,1228,"8,559","$389,910",5765-980,2018
907317004,03/01/2018,"$314,900","62 CAMDEN RD, IOWA CITY",1 Story Frame,2017,1418,"8,395","$416,530",5761-64,2018
907395008,06/15/2018,"$314,900","25 CAMDEN RD, IOWA CITY",1 Story Frame,2017,1379,"8,050","$400,330",5801-1,2018
907204009,11/05/2018,"$315,000","3922 UNBRIDLED AVE, IOWA CITY",2 Story Frame,2017,2272,"6,957","$371,880",5853-792,2018
1013414002,11/26/2018,"$315,000","1419 CHAMBERLAIN DR, IOWA CITY",1 Story Frame,1998,1437,"8,760","$413,090",5862-366,2018
1112105002,11/20/2018,"$316,000","1029 RYAN CT, IOWA CITY",2 Story Frame,2009,1890,"7,583","$396,160",5857-201,2018
1012355001,12/17/2018,"$317,000","2324 MAYFIELD RD, IOWA CITY",1 Story Brick,1967,2000,"19,530","$489,450",5865-569,2018
1017205006,04/17/2018,"$317,000","2337 JESSUP CIR, IOWA CITY",2 Story Frame,1982,2322,"15,345","$408,970",5783-904,2018
